ISO3,countryname,year,HPI,BIS,DALLASFED,EUS,JST,OECD,CS1,CS2,chainlinking_ratio,source,source_change
CYP,Cyprus,2005,65.646004,65.646,,93.41,,,,,1,BIS,
CYP,Cyprus,2010,99.518097,99.5181,,112.79,,,,,1,BIS,
CYP,Cyprus,2007,95.833801,95.8338,,119.71,,,,,1,BIS,
CYP,Cyprus,2015,74.480499,74.48050000000001,,100.59,,,,,1,BIS,
CYP,Cyprus,2006,78.516197,78.5162,,106.44,,,,,1,BIS,
CYP,Cyprus,2013,82.471603,82.4716,,100.78,,,,,1,BIS,
CYP,Cyprus,2023,93.916298,93.91630000000001,,110.65,,,,,1,BIS,
CYP,Cyprus,2024,96.938103,96.93810000000001,,112.86,,,,,1,BIS,
CYP,Cyprus,2018,76.980202,76.9802,,104.01,,,,,1,BIS,
CZE,Czech Republic,2020,167.498,167.498,,151.5,,153.85,,,1,BIS,
CZE,Czech Republic,2016,118.4563,118.4563,,107.7,,107.15,,,1,BIS,
CZE,Czech Republic,2014,102.179,102.179,,95,,96.175,,,1,BIS,
CZE,Czech Republic,2013,98.503502,98.5035,,93.8,,93.875,,,1,BIS,
CZE,Czech Republic,2009,99.973701,99.97369999999999,,95.2,,96.925,,,1,BIS,
CZE,Czech Republic,2019,153.7411,153.7411,,143.4,,141.9,,,1,BIS,
CZE,Czech Republic,2011,99.133598,99.1336,,95.40000000000001,,95.25,,,1,BIS,
CZE,Czech Republic,2024,235.3374,235.3374,,214.3,,,,,1,BIS,
CZE,Czech Republic,2017,128.43269,128.4327,,119.1,,119.7,,,1,BIS,
CZE,Czech Republic,2008,107.2197,107.2197,,102.1,,100.800000001022,,,1,BIS,
CZE,Czech Republic,2021,210.659,210.659,,200.6,,184.225,,,1,BIS,
CZE,Czech Republic,2018,141.1394,141.1394,,125,,130,,,1,BIS,
CZE,Czech Republic,2022,225.256,225.256,,210,,215.274999999568,,,1,BIS,
CZE,Czech Republic,2023,222.94569,222.9457,,211.8,,,,,1,BIS,
CZE,Czech Republic,2012,98.398499,98.3985,,93.7,,93.85000000000009,,,1,BIS,
CZE,Czech Republic,2015,106.7997,106.7997,,99.40000000000001,,100,,,1,BIS,
CZE,Czech Republic,2010,99.973701,99.97369999999999,,95.09999999999999,,95.22499999999999,,,1,BIS,
DEU,Germany,1870,2.5551920e-12,,,,2.55908107014e-12,,,,.99848026,JST,
DEU,Germany,1881,3.9133319e-12,,,,3.91928797674e-12,,,,.99848026,JST,
DEU,Germany,1925,4.6850142,,,,4.692145054468689,,,,.99848026,JST,
DEU,Germany,1957,,,,,,,,,.99848026,JST,
DEU,Germany,2024,172,172,,144.2,,,,,1,BIS,
DEU,Germany,1953,,,,,,,,,.99848026,JST,
DEU,Germany,1885,4.3131939e-12,,,,4.31975903804e-12,,,,.99848026,JST,
DEU,Germany,1894,5.6882576e-12,,,,5.69691548472e-12,,,,.99848026,JST,
DEU,Germany,1903,6.3162466e-12,,,,6.32586019405e-12,,,,.99848026,JST,
DEU,Germany,1913,1.0526149e-11,,,,1.05421695023e-11,,,,.99848026,JST,
DEU,Germany,1949,,,,,,,,,.99848026,JST,
DEU,Germany,1969,37.165237,,,,37.22180627482434,,,,.99848026,JST,1
DEU,Germany,1873,4.5067079e-12,,,,4.51356748777e-12,,,,.99848026,JST,
DEU,Germany,1888,4.8987281e-12,,,,4.90618438022e-12,,,,.99848026,JST,
DEU,Germany,1956,,,,,,,,,.99848026,JST,
DEU,Germany,2021,190.39999,190.4,196.4597706337707,146.3,,154.739386848467,,,1,BIS,
DEU,Germany,1974,53.783798,53.7838,,,52.53347361805648,43.9358602382571,,,1,BIS,
DEU,Germany,1960,,,,,,,,,.99848026,JST,
DEU,Germany,2012,106.6,106.6,108.7218197383601,88,115.4471302963856,89.7727244318111,,,1,BIS,
DEU,Germany,2015,119.3,119.3,121.1334525825795,97.8,132.4369605065994,100,,,1,BIS,
DEU,Germany,1921,1.6931741e-11,,,,1.69575126314e-11,,,,.99848026,JST,
DEU,Germany,1871,3.0947094e-12,,,,3.09941964090e-12,,,,.99848026,JST,
DEU,Germany,1950,,,,,,,,,.99848026,JST,
DEU,Germany,1897,6.3216966e-12,,,,6.33131889657e-12,,,,.99848026,JST,
DEU,Germany,1896,6.0118720e-12,,,,6.02102234568e-12,,,,.99848026,JST,
DEU,Germany,1987,77.058998,77.059,78.83445970932353,,75.3787730170889,63.1984502921983,,,1,BIS,
DEU,Germany,1900,6.5415056e-12,,,,6.55146192814e-12,,,,.99848026,JST,
DEU,Germany,2022,182.89999,182.9,189.1770729341051,166.1,,162.941157345607,,,1,BIS,
DEU,Germany,2008,100.6,100.6,98.15076943230459,81.59999999999999,96.99999744832181,82.3457058642647,,,1,BIS,
DEU,Germany,1954,,,,,,,,,.99848026,JST,
DEU,Germany,1922,2.7735349e-11,,,,2.77775632594e-11,,,,.99848026,JST,
DEU,Germany,1972,46.998501,46.9985,,,45.82159879461879,38.3224377735983,,,1,BIS,
DEU,Germany,1886,4.0858111e-12,,,,4.09203011509e-12,,,,.99848026,JST,
DEU,Germany,1978,64.776398,64.7764,67.93745315026723,,61.05477339389548,51.8197571928975,,,1,BIS,
DEU,Germany,2014,112.7,112.7,114.639210806866,96.3,126.4772972838024,95.4989887474719,,,1,BIS,
DEU,Germany,1891,6.2024309e-12,,,,6.21187116797e-12,,,,.99848026,JST,
DEU,Germany,1941,,,,,,,,,.99848026,JST,
DEU,Germany,1934,3.9678197,,,,3.973858850748611,,,,.99848026,JST,
DEU,Germany,1902,6.3133821e-12,,,,6.32299144040e-12,,,,.99848026,JST,
DEU,Germany,2016,129.3,129.3,131.2993889317204,106.9,142.4058465385474,107.527268818172,,,1,BIS,
DEU,Germany,1938,4.5873408,,,,4.594323368649866,,,,.99848026,JST,
DEU,Germany,2011,103.2,103.2,103.6943418432952,87.3,105.3999972273517,86.7972169930425,,,1,BIS,
DEU,Germany,2018,146,146,148.850302795305,118.3,161.1503586051298,121.680804202011,,,1,BIS,
DEU,Germany,2006,97.099998,97.09999999999999,99.90178431443348,83.2,95.39582249052116,83.0212075530189,,,1,BIS,
DEU,Germany,1914,7.7581899e-12,,,,7.76999810297e-12,,,,.99848026,JST,
DEU,Germany,1961,,,,,,,,,.99848026,JST,
DEU,Germany,1985,77.4347,77.43470000000001,79.28419957181501,,76.33317299198251,63.5593416778104,,,1,BIS,
DEU,Germany,1905,7.9560915e-12,,,,7.96820094248e-12,,,,.99848026,JST,
DEU,Germany,1943,,,,,,,,,.99848026,JST,
DEU,Germany,1945,,,,,,,,,.99848026,JST,
DEU,Germany,2017,137.39999,137.4,139.8269347747439,113.1,151.11558502061,114.103785259463,,,1,BIS,
DEU,Germany,1927,6.8576899,,,,6.8681280373389,,,,.99848026,JST,
DEU,Germany,2001,100.9349,100.9349,100.9804949134697,,103.0318472896482,84.4212110530277,,,1,BIS,
DEU,Germany,1918,8.6691938e-12,,,,8.68238894497e-12,,,,.99848026,JST,
DEU,Germany,1890,5.6769125e-12,,,,5.68555318663e-12,,,,.99848026,JST,
DEU,Germany,1889,5.2125179e-12,,,,5.22045176526e-12,,,,.99848026,JST,
DEU,Germany,1876,4.2710536e-12,,,,4.27755456638e-12,,,,.99848026,JST,
DEU,Germany,1951,,,,,,,,,.99848026,JST,
DEU,Germany,1929,7.9645905,,,,7.976713154732628,,,,.99848026,JST,
DEU,Germany,1977,60.043201,60.0432,62.51762292825477,,57.24529849410738,48.3169878619561,,,1,BIS,
DEU,Germany,1936,3.9870408,,,,3.993109239912836,,,,.99848026,JST,
DEU,Germany,1883,3.8120574e-12,,,,3.81785951266e-12,,,,.99848026,JST,
DEU,Germany,1928,6.7475424,,,,6.757812381860951,,,,.99848026,JST,
DEU,Germany,2019,155.5,155.5,158.7593653036292,127.8,170.4560648993906,128.707321768305,,,1,BIS,
DEU,Germany,2000,101.4445,101.4445,102.5971146876775,,103.0288472897271,84.3712109280273,,,1,BIS,
DEU,Germany,1964,22.672352,,,,22.70685922539493,,,,.99848026,JST,
DEU,Germany,1904,6.8838043e-12,,,,6.89428161231e-12,,,,.99848026,JST,
DEU,Germany,1947,,,,,,,,,.99848026,JST,
DEU,Germany,2002,100.0703,100.0703,99.95531773390032,,100.1726473648622,83.3212083030208,,,1,BIS,
DEU,Germany,1992,97.202202,97.2022,94.3461153394486,,95.39627249050932,78.8653822087728,,,1,BIS,
DEU,Germany,1899,7.2747615e-12,,,,7.28583420951e-12,,,,.99848026,JST,
DEU,Germany,1999,100.9497,100.9497,101.2940339483104,,103.0253222898198,83.98154832245091,,,1,BIS,
DEU,Germany,1893,6.1482325e-12,,,,6.15759049665e-12,,,,.99848026,JST,
DEU,Germany,1991,92.760902,92.76090000000001,90.3075647072142,,89.10109765610996,74.8106613468951,,,1,BIS,
DEU,Germany,1882,3.7773808e-12,,,,3.78312992678e-12,,,,.99848026,JST,
DEU,Germany,1906,7.9175520e-12,,,,7.92960289421e-12,,,,.99848026,JST,
DEU,Germany,1879,3.6878152e-12,,,,3.69342845601e-12,,,,.99848026,JST,
DEU,Germany,1942,,,,,,,,,.99848026,JST,
DEU,Germany,1973,50.391102,50.3911,,,49.01404871063833,40.9924381398409,,,1,BIS,
DEU,Germany,1968,35.79681,,,,35.8512962529898,,,,.99848026,JST,
DEU,Germany,1935,3.9135783,,,,3.919535034282573,,,,.99848026,JST,
DEU,Germany,1877,4.0345444e-12,,,,4.04068542336e-12,,,,.99848026,JST,
DEU,Germany,2005,96.839203,96.83920000000001,99.86796678132032,82.7,95.399972490412,83.34620836552099,,,1,BIS,
DEU,Germany,1952,,,,,,,,,.99848026,JST,
DEU,Germany,1983,79.5448,79.5448,83.19965955739075,,78.2482979416033,65.68223218141139,,,1,BIS,
DEU,Germany,1915,7.7409650e-12,,,,7.75274688526e-12,,,,.99848026,JST,
DEU,Germany,1997,101.0726,101.0726,100.344477508844,,103.0343222895831,84.66087328360319,,,1,BIS,
DEU,Germany,1966,30.105398,,,,30.1512204803598,,,,.99848026,JST,
DEU,Germany,2023,169.89999,169.9,174.1647747833221,150,,,,,1,BIS,
DEU,Germany,1989,82.494202,82.49420000000001,84.29755472589657,,79.19197291677902,66.3615571425636,,,1,BIS,
DEU,Germany,1907,8.7862374e-12,,,,8.79961034880e-12,,,,.99848026,JST,
DEU,Germany,1933,4.5636721,,,,4.570617947577661,,,,.99848026,JST,
DEU,Germany,1910,9.0250949e-12,,,,9.03883137144e-12,,,,.99848026,JST,
DEU,Germany,1959,,,,,,,,,.99848026,JST,
DEU,Germany,1965,27.088638,,,,27.12986884131548,,,,.99848026,JST,
DEU,Germany,1955,,,,,,,,,.99848026,JST,
DEU,Germany,1994,104.4806,104.4806,101.9753423198554,,104.8349972422146,86.08320992101579,,,1,BIS,
DEU,Germany,1926,5.3705525,,,,5.378727154128651,,,,.99848026,JST,
DEU,Germany,1872,4.1799034e-12,,,,4.18626536628e-12,,,,.99848026,JST,
DEU,Germany,1962,18.349363,,,,18.37729347459947,,,,.99848026,JST,
DEU,Germany,1948,,,,,,,,,.99848026,JST,
DEU,Germany,2020,169.10001,169.1,173.3440865420351,136.2,183.6699956640191,138.684846712117,,,1,BIS,
DEU,Germany,1875,4.1814317e-12,,,,4.18779579211e-12,,,,.99848026,JST,
DEU,Germany,1944,,,,,,,,,.99848026,JST,
DEU,Germany,1898,6.2840427e-12,,,,6.29360737593e-12,,,,.99848026,JST,
DEU,Germany,1892,5.9829411e-12,,,,5.99204776738e-12,,,,.99848026,JST,
DEU,Germany,2009,99.400002,99.40000000000001,99.78607413871468,84.2,97.49997243516948,83.0209575523939,,,1,BIS,
DEU,Germany,1920,1.5359557e-11,,,,1.53829356590e-11,,,,.99848026,JST,
DEU,Germany,1975,54.604301,54.6043,54.38538000210247,,53.43737359427852,44.7717607209426,,,1,BIS,
DEU,Germany,1908,8.6994309e-12,,,,8.71267165808e-12,,,,.99848026,JST,
DEU,Germany,1982,79.497299,79.4973,84.17588911898739,,78.24537294168024,65.5124009411232,,,1,BIS,
DEU,Germany,1874,4.1491910e-12,,,,4.15550635626e-12,,,,.99848026,JST,
DEU,Germany,1976,56.679298,56.6793,57.91358470028018,,54.38212356942595,45.769519257635,,,1,BIS,
DEU,Germany,2003,98.450203,98.4502,100.5247934822835,,99.21554739003962,83.64620911552279,,,1,BIS,
DEU,Germany,1895,5.9206728e-12,,,,5.92968411993e-12,,,,.99848026,JST,
DEU,Germany,1995,104.5838,104.5838,103.2370396702701,,105.8908222144401,87.3569442231763,,,1,BIS,
DEU,Germany,1970,40.2131,40.2131,,,40.27430586891035,32.7915751820612,,,1,BIS,
DEU,Germany,1878,3.6922041e-12,,,,3.69782377835e-12,,,,.99848026,JST,
DEU,Germany,1880,3.4268179e-12,,,,3.43203373372e-12,,,,.99848026,JST,
DEU,Germany,1901,5.9799305e-12,,,,5.98903231953e-12,,,,.99848026,JST,
DEU,Germany,1909,8.3986750e-12,,,,8.41145795020e-12,,,,.99848026,JST,
DEU,Germany,1911,9.2280775e-12,,,,9.24212269963e-12,,,,.99848026,JST,
DEU,Germany,1912,8.9318440e-12,,,,8.94543898777e-12,,,,.99848026,JST,
DEU,Germany,1916,6.2915862e-12,,,,6.30116240753e-12,,,,.99848026,JST,
DEU,Germany,1919,1.0047937e-11,,,,1.00632310191e-11,,,,.99848026,JST,
DEU,Germany,1923,,,,,,,,,.99848026,JST,
DEU,Germany,1931,5.1873751,,,,5.195270319603515,,,,.99848026,JST,
DEU,Germany,1937,4.1685381,,,,4.174882925057031,,,,.99848026,JST,
DEU,Germany,1939,,,,,,,,,.99848026,JST,
DEU,Germany,1981,79.628304,79.6283,82.23784704656448,,77.28202296702209,64.854304885007,,,1,BIS,
DEU,Germany,1932,4.3780618,,,,4.384725536999968,,,,.99848026,JST,
DEU,Germany,1963,21.335024,,,,21.36749715860209,,,,.99848026,JST,
DEU,Germany,1967,32.873356,,,,32.92338847907057,,,,.99848026,JST,
DEU,Germany,1971,44.204498,44.2045,,,43.04647386762112,36.0015237205482,,,1,BIS,
DEU,Germany,1979,70.338203,70.3382,72.5253567675741,,67.73477321817167,56.3839717756395,,,1,BIS,
DEU,Germany,1988,78.815598,78.8156,81.66652241642832,,76.33142299202854,64.28112444903471,,,1,BIS,
DEU,Germany,1887,5.2756579e-12,,,,5.28368807152e-12,,,,.99848026,JST,
DEU,Germany,1993,101.3845,101.3845,98.43423142781151,,100.6360223526727,82.66535621021841,,,1,BIS,
DEU,Germany,1958,,,,,,,,,.99848026,JST,
DEU,Germany,1998,100.704,100.704,100.01284430937,,101.1215723398998,83.8966327023069,,,1,BIS,
DEU,Germany,2004,97.522598,97.5226,97.91060521077421,,97.30804744021825,82.3207058017645,,,1,BIS,
DEU,Germany,1940,,,,,,,,,.99848026,JST,
DEU,Germany,2013,109.1,109.1,111.0912355316689,93,122.636625429111,92.5982314955788,,,1,BIS,
DEU,Germany,1930,5.5657606,,,,5.574232034958666,,,,.99848026,JST,
DEU,Germany,1986,77.258797,77.25879999999999,79.18599858643007,,76.33517299192988,63.7291729180985,,,1,BIS,
DEU,Germany,2010,101,101,100.0000005360311,83.8,99.99999736940393,83.8712096780242,,,1,BIS,
DEU,Germany,1884,4.4570203e-12,,,,4.46380375546e-12,,,,.99848026,JST,
DEU,Germany,1980,75.693199,75.6932,76.32288498059225,,72.51309809247323,60.6509816878772,,,1,BIS,
DEU,Germany,2007,97.300003,97.3,98.32581228118795,81.7,96.39999746410537,81.2452031130078,,,1,BIS,
DEU,Germany,1917,7.1562439e-12,,,,7.16713630402e-12,,,,.99848026,JST,
DEU,Germany,1996,102.6909,102.6909,102.3998849557445,,104.9388972394814,86.18935444619591,,,1,BIS,
DEU,Germany,1946,,,,,,,,,.99848026,JST,
DEU,Germany,1990,88.495796,88.4958,85.88733992371198,,84.90574776647266,71.5838677814218,,,1,BIS,
DEU,Germany,1984,77.653,77.65300000000001,80.78197492128321,,76.33547299192199,64.2598955439987,,,1,BIS,
DEU,Germany,1924,4.2162642,,,,4.222681525184537,,,,.99848026,JST,
DNK,Denmark,2002,67.128098,67.1281,69.12901083034835,,68.94627680011078,59.3396714016427,48.00000000000001,,1,BIS,
DNK,Denmark,1914,.53662336,,,,.5909009554784268,,.4114069565811307,,1.3043613,CS1,
DNK,Denmark,1921,.86730456,,,,1.103264442190734,,.6649266008025854,,1.3043613,CS1,
DNK,Denmark,1943,.99589151,,,,1.097025045294263,,.7635088976203545,,1.3043613,CS1,
DNK,Denmark,1883,.37986347,,,,.4450456563413467,,.2912256490725064,,1.3043613,CS1,
DNK,Denmark,1878,.36034688,,,,.4300861384811334,,.2762630896091059,,1.3043613,CS1,
DNK,Denmark,1939,.74654979,,,,.8237883239756172,,.5723488921420734,,1.3043613,CS1,
DNK,Denmark,1912,.46774578,,,,.5086236072472535,,.3586013927659499,,1.3043613,CS1,
DNK,Denmark,1968,6.4591417,,,,6.888012273241672,,4.951957029786136,,1.3043613,CS1,
DNK,Denmark,1980,22.74,22.74,23.41932991811696,,23.49980612057285,20.2244625245903,16.48920980221518,,1,BIS,
DNK,Denmark,1981,21.302799,21.3028,21.93973651481944,,22.38618995689807,19.271128861447,15.71279763053797,,1,BIS,
DNK,Denmark,1869,.23467788,,,,,,.1799178433278527,,1.3043613,CS1,
DNK,Denmark,1911,.43926263,,,,.4936640893870401,,.3367645054739578,,1.3043613,CS1,
DNK,Denmark,1891,.37131694,,,,.3739879465053334,,.2846733729969842,,1.3043613,CS1,
DNK,Denmark,1925,.9599008,,,,1.15562275470148,,.7359163362172795,,1.3043613,CS1,
DNK,Denmark,1905,.34763306,,,,.3889474643655468,,.2665159007794767,,1.3043613,CS1,
DNK,Denmark,1917,.62714809,,,,.7741550492660402,,.4808085547382255,,1.3043613,CS1,
DNK,Denmark,1901,.31093806,,,,.3365891518548001,,.238383365859462,,1.3043613,CS1,
DNK,Denmark,1910,.4146117,,,,.4637450536666134,,.3178656721085247,,1.3043613,CS1,
DNK,Denmark,1867,.20145622,,,,,,.1544481610466489,,1.3043613,CS1,
DNK,Denmark,1895,.30154034,,,,.3627683081101734,,.2311785378099256,,1.3043613,CS1,
DNK,Denmark,1966,5.7682738,,,,6.276288270289481,,4.422297516812156,,1.3043613,CS1,
DNK,Denmark,1979,23.4426,23.4426,24.14112291535858,,23.85962484012422,20.5311459224594,16.73740681962024,,1,BIS,
DNK,Denmark,1935,.71605015,,,,.8078139644515202,,.5489661120435342,,1.3043613,CS1,
DNK,Denmark,1931,.79331732,,,,.837733000171947,,.6082036317519925,,1.3043613,CS1,
DNK,Denmark,1860,.17940246,,,,,,.1375404561348456,,1.3043613,CS1,
DNK,Denmark,1861,.18722899,,,,,,.1435407436423358,,1.3043613,CS1,
DNK,Denmark,1953,1.8825054,,,,2.088017930076812,,1.443239214863035,,1.3043613,CS1,
DNK,Denmark,1906,.36903858,,,,.4076468616908135,,.2829266524413374,,1.3043613,CS1,
DNK,Denmark,2016,115.3889,115.3889,109.9228728480071,104.25,113.5852081859188,104.72651181628,75.25,,1,BIS,
DNK,Denmark,1874,.36926264,,,,,,.2830984402228588,,1.3043613,CS1,
DNK,Denmark,1963,4.1875949,,,,4.51452314178717,,3.210456108716283,,1.3043613,CS1,
DNK,Denmark,1933,.71252859,,,,.7068372188950802,,.5462662787056151,,1.3043613,CS1,
DNK,Denmark,1872,.37596422,,,,,,.288236258427774,,1.3043613,CS1,
DNK,Denmark,1988,36.7897,36.7897,37.88960240070675,,37.55323218608842,32.323003700991,26.35346105221518,,1,BIS,
DNK,Denmark,1879,.3612625,,,,.4151266206209202,,.2769650408900948,,1.3043613,CS1,
DNK,Denmark,2004,79.647003,79.64700000000001,80.04413727282886,,77.47716872061334,69.117422793557,53.825,,1,BIS,
DNK,Denmark,1868,.22689599,,,,,,.1739517945682338,,1.3043613,CS1,
DNK,Denmark,1947,1.621459,,,,1.786234088620398,,1.243105597755215,,1.3043613,CS1,
DNK,Denmark,1923,.84078926,,,,1.009767455564401,,.6445984439053127,,1.3043613,CS1,
DNK,Denmark,2021,151.7926,151.7926,143.2194538445766,136.52,,138.009845024613,98.12500000000001,,1,BIS,
DNK,Denmark,1998,54.960201,54.9602,56.67035140320676,,55.29821612750751,47.5953614367343,38.8,,1,BIS,
DNK,Denmark,1918,.75499445,,,,.972368660913867,,.5788230924864033,,1.3043613,CS1,
DNK,Denmark,1985,36.896801,36.8968,37.99784924184499,,35.90671994409072,30.9013240736599,25.19520707674049,,1,BIS,
DNK,Denmark,2000,62.2173,62.2173,64.16760544691518,,62.87035057376245,54.1094119031005,44.09999999999999,,1,BIS,
DNK,Denmark,1898,.3156369,,,,.3478087902499601,,.2419857798842301,,1.3043613,CS1,
DNK,Denmark,1924,.91629565,,,,1.114484080585894,,.7024860469448116,,1.3043613,CS1,
DNK,Denmark,1908,.39275733,,,,.4525254152714534,,.3011108240408507,,1.3043613,CS1,
DNK,Denmark,1888,.37745109,,,,.3739879465053334,,.2893761820342128,,1.3043613,CS1,
DNK,Denmark,1984,30.937901,30.9379,31.86326725706268,,30.68023917592378,26.4056782955948,21.52952386075948,,1,BIS,
DNK,Denmark,1957,2.2518492,,,,2.438739691769402,,1.726399831825459,,1.3043613,CS1,
DNK,Denmark,1899,.31774583,,,,.3478087902499601,,.2436026113756615,,1.3043613,CS1,
DNK,Denmark,1952,1.7952354,,,,2.043158169860318,,1.376332868286594,,1.3043613,CS1,
DNK,Denmark,1871,.32130814,,,,,,.2463336942205388,,1.3043613,CS1,
DNK,Denmark,2018,125.2068,125.2068,118.0816414247021,114.83,124.2166459289907,114.528786321966,81.64999999999999,,1,BIS,
DNK,Denmark,1889,.36814564,,,,.3852075849004934,,.2822420647647076,,1.3043613,CS1,
DNK,Denmark,1999,57.8424,57.8424,59.64720910941644,,59.0307660094359,50.8048388562943,41.375,,1,BIS,
DNK,Denmark,1974,12.9659,12.9659,,,12.77356454407337,11.0001866817068,8.966922662183537,,1,BIS,
DNK,Denmark,1909,.41036513,,,,.4562652947365068,,.3146099907304458,,1.3043613,CS1,
DNK,Denmark,1880,.36218041,,,,.4300861384811334,,.2776687757448561,,1.3043613,CS1,
DNK,Denmark,1913,.50544721,,,,.5647217992230534,,.3875054908542593,,1.3043613,CS1,
DNK,Denmark,1991,33.955101,33.9551,34.96665849965594,,34.92746646683069,30.062105163212,24.50789136471519,,1,BIS,
DNK,Denmark,2005,100.6067,100.6067,98.2359688898033,91.19,91.09334672186395,82.9709574273936,63.50000000000001,,1,BIS,
DNK,Denmark,1995,41.4067,41.4067,42.66813617440283,,41.09448603990087,35.3755733355947,28.875,,1,BIS,
DNK,Denmark,1876,.36268055,,,,.4562652947365068,,.2780522037504112,,1.3043613,CS1,
DNK,Denmark,1987,35.459702,35.4597,36.51825680139964,,37.12509345649565,31.9592629267742,26.05435132911391,,1,BIS,
DNK,Denmark,1915,.54477125,,,,.6432592679891734,,.4176536297943551,,1.3043613,CS1,
DNK,Denmark,1900,.30842212,,,,.3365891518548001,,.2364545142556491,,1.3043613,CS1,
DNK,Denmark,1881,.36310065,,,,.4300861384811334,,.2783742987052361,,1.3043613,CS1,
DNK,Denmark,1864,.18317595,,,,,,.1404334509117566,,1.3043613,CS1,
DNK,Denmark,1902,.32170472,,,,.3515486697150134,,.2466377161051906,,1.3043613,CS1,
DNK,Denmark,1969,6.8008528,,,,7.255046675012986,,5.213933060206384,,1.3043613,CS1,1
DNK,Denmark,1945,1.2157253,,,,1.337636486455458,,.9320464172432181,,1.3043613,CS1,
DNK,Denmark,1875,.36595681,,,,.4413057768762934,,.2805639769861233,,1.3043613,CS1,
DNK,Denmark,1973,12.3704,12.3704,,,12.1882897913854,10.4890476852583,8.553260514240497,,1,BIS,
DNK,Denmark,1920,.87013561,,,,1.170582272561693,,.6670970550546379,,1.3043613,CS1,
DNK,Denmark,1967,6.2392678,,,,6.655557152119839,,4.783388974570388,,1.3043613,CS1,
DNK,Denmark,1971,9.1786003,9.178599999999999,,,9.004577323456251,7.75267101172472,6.319484837816448,,1,BIS,
DNK,Denmark,1986,38.6833,38.6833,39.83804227292681,,40.10156856063256,34.5149579090164,28.14175443037973,,1,BIS,
DNK,Denmark,1964,4.6651778,,,,5.150716104857449,,3.576599355411665,,1.3043613,CS1,
DNK,Denmark,1962,3.7141457,,,,4.184192180192987,,2.84748218749014,,1.3043613,CS1,
DNK,Denmark,2001,64.460297,64.4603,66.37268936282537,,66.54141244665357,57.2713415090374,46.65000000000001,,1,BIS,
DNK,Denmark,1919,.86188412,,,,1.14440311630632,,.6607709749785335,,1.3043613,CS1,
DNK,Denmark,1926,.88221943,,,,.9835882993090268,,.6763611890573011,,1.3043613,CS1,
DNK,Denmark,1959,2.4393036,,,,2.646725852773147,,1.870113531762825,,1.3043613,CS1,
DNK,Denmark,1941,.81736875,,,,.9012733643495615,,.6266428581950761,,1.3043613,CS1,
DNK,Denmark,1932,.70552003,,,,.7030973394300267,,.5408930809840703,,1.3043613,CS1,
DNK,Denmark,1996,46.2104,46.2104,47.62954650366198,,45.48746268556276,39.1556245186321,31.925,,1,BIS,
DNK,Denmark,1965,5.1141524,,,,5.489203386490995,,3.92080954431774,,1.3043613,CS1,
DNK,Denmark,1937,.72554457,,,,.79659432605636,,.5562450744741981,,1.3043613,CS1,
DNK,Denmark,1954,2.0661335,,,,2.161424810431075,,1.584019318198855,,1.3043613,CS1,
DNK,Denmark,2012,95.863197,95.86320000000001,93.82582987238602,85.75,94.06071249132867,86.7469668674172,64.97499999999999,,1,BIS,
DNK,Denmark,1885,.41364172,,,,.4450456563413467,,.3171220299134159,,1.3043613,CS1,
DNK,Denmark,1887,.37782401,,,,.3964272232956534,,.2896620595201908,,1.3043613,CS1,
DNK,Denmark,1950,1.6627699,,,,1.831093848836892,,1.2747770779528,,1.3043613,CS1,
DNK,Denmark,2019,128.40601,128.406,122.381510491922,114.95,127.4715052385332,117.529793824485,84.075,,1,BIS,
DNK,Denmark,1983,27.1546,27.1546,27.96609540968261,,26.58559324077599,22.8800079154411,18.65298079905062,,1,BIS,
DNK,Denmark,1916,.57235682,,,,.6918777010348669,,.4388023242747208,,1.3043613,CS1,
DNK,Denmark,1978,21.5847,21.5847,22.22841995074165,,21.70298985648409,18.6815359725204,15.22913119066455,,1,BIS,
DNK,Denmark,1976,16.642099,16.6421,17.14054100187569,,16.50155975866566,14.2072867105856,11.58253994857594,,1,BIS,
DNK,Denmark,1992,32.228199,32.2282,33.18633942364662,,34.36041038348709,29.5747400735752,24.1,,1,BIS,
DNK,Denmark,1886,.40276113,,,,.4039069822257601,,.3087803416816067,,1.3043613,CS1,
DNK,Denmark,1894,.37169608,,,,.3627683081101734,,.2849640622318856,,1.3043613,CS1,
DNK,Denmark,1993,35.003201,35.0032,36.05292743272216,,34.02791966795228,29.2894531918365,23.925,,1,BIS,
DNK,Denmark,1936,.73476279,,,,.815293723381627,,.5633122852705156,,1.3043613,CS1,
DNK,Denmark,1896,.31489691,,,,.3552885491800667,,.241418470588991,,1.3043613,CS1,
DNK,Denmark,1893,.4076792,,,,.3739879465053334,,.3125508100043362,,1.3043613,CS1,
DNK,Denmark,1975,15.0303,15.0303,15.48051787589755,,15.06228488046021,12.9662887750224,10.5706587420886,,1,BIS,
DNK,Denmark,1938,.73769736,,,,.8115538439165735,,.565562146385448,,1.3043613,CS1,
DNK,Denmark,1863,.21199268,,,,,,.1625260375586189,,1.3043613,CS1,
DNK,Denmark,1870,.27459773,,,,,,.2105227469969506,,1.3043613,CS1,
DNK,Denmark,1904,.33962324,,,,.3777278259703868,,.2603751033834256,,1.3043613,CS1,
DNK,Denmark,1873,.37259838,,,,,,.285655798429816,,1.3043613,CS1,
