ISO3,countryname,year,M3,ADB,CEPAC,HFS,JST,NBS,OECD_MEI,CS2,CS3,CS1,chainlinking_ratio,source,source_change
ALB,Albania,1926,3.8729999,,,,,3.873,,,,,1,NBS,
ALB,Albania,1927,9.198,,,,,9.198,,,,,1,NBS,
ALB,Albania,1928,15.163,,,,,15.163,,,,,1,NBS,
ALB,Albania,1929,19.190001,,,,,19.19,,,,,1,NBS,
ALB,Albania,1930,23.518,,,,,23.518,,,,,1,NBS,
ALB,Albania,1931,27.164,,,,,27.164,,,,,1,NBS,
ALB,Albania,1932,32.974998,,,,,32.975,,,,,1,NBS,
ALB,Albania,1933,30.08,,,,,30.08,,,,,1,NBS,
ALB,Albania,1934,25.896999,,,,,25.897,,,,,1,NBS,
ALB,Albania,1935,22.778,,,,,22.778,,,,,1,NBS,
ALB,Albania,1936,29.195999,,,,,29.196,,,,,1,NBS,
ALB,Albania,1937,26.028999,,,,,26.029,,,,,1,NBS,
ARG,Argentina,1863,3.9401494e-12,,,,,,,,2.84496000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1864,3.9762139e-12,,,,,,,,2.87100000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1865,4.0968158e-12,,,,,,,,2.95808000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1866,4.2182490e-12,,,,,,,,3.04576000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1867,5.4194505e-12,,,,,,,,3.91308000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1868,5.8434139e-12,,,,,,,,4.21920000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1869,6.4084762e-12,,,,,,,,4.62720000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1870,6.8976430e-12,,,,,,,,4.98040000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1871,7.8809632e-12,,,,,,,,5.69040000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1872,1.0107422e-11,,,,,,,,7.29800000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1873,9.1562331e-12,,,,,,,,6.61120000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1874,8.6620797e-12,,,,,,,,6.25440000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1875,8.9673243e-12,,,,,,,,6.47480000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1876,1.0165701e-11,,,,,,,,7.34008000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1877,1.0150909e-11,,,,,,,,7.32940000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1878,1.0322588e-11,,,,,,,,7.45336000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1879,1.0733811e-11,,,,,,,,7.75028000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1880,1.0169468e-11,,,,,,,,7.34280000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1881,1.0640907e-11,,,,,,,,7.68320000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1882,1.1428671e-11,,,,,,,,8.25200000000e-06,,1.3849577e-06,CS3,
ARG,Argentina,1883,1.5312094e-11,,,,,,,,.000011056,,1.3849577e-06,CS3,
ARG,Argentina,1884,1.7576499e-11,,,,,,,,.000012691,,1.3849577e-06,CS3,
ARG,Argentina,1885,2.4084415e-11,,,,,,,,.00001739,,1.3849577e-06,CS3,
ARG,Argentina,1886,2.7782252e-11,,,,,,,,.00002006,,1.3849577e-06,CS3,
ARG,Argentina,1887,3.0284868e-11,,,,,,,,.000021867,,1.3849577e-06,CS3,
ARG,Argentina,1888,4.6552585e-11,,,,,,,,.000033613,,1.3849577e-06,CS3,
ARG,Argentina,1889,6.4367296e-11,,,,,,,,.000046476,,1.3849577e-06,CS3,
ARG,Argentina,1890,7.1172977e-11,,,,,,,,.00005139,,1.3849577e-06,CS3,
ARG,Argentina,1891,6.8482005e-11,,,,,,,,.000049447,,1.3849577e-06,CS3,
ARG,Argentina,1892,6.9225167e-11,,,,,,,,.0000499835964316,,1.3849577e-06,CS3,
ARG,Argentina,1893,7.7319907e-11,,,,,,,,.0000558283541411,,1.3849577e-06,CS3,
ARG,Argentina,1894,7.8603936e-11,,,,,,,,.0000567554726763,,1.3849577e-06,CS3,
ARG,Argentina,1895,8.1970333e-11,,,,,,,,.000059186159538,,1.3849577e-06,CS3,
ARG,Argentina,1896,8.2228412e-11,,,,,,,,.000059372506552,,1.3849577e-06,CS3,
ARG,Argentina,1897,8.3269773e-11,,,,,,,,.0000601244138609,,1.3849577e-06,CS3,
ARG,Argentina,1898,8.4562066e-11,,,,,,,,.0000610575089703,,1.3849577e-06,CS3,
ARG,Argentina,1899,8.7611751e-11,,,,,,,,.000063259514377,,1.3849577e-06,CS3,
ARG,Argentina,1900,7.1914259e-11,,,,,,,,.0000519252337184,,1.3849577e-06,CS3,
ARG,Argentina,1901,7.0691529e-11,,,,,,,,.0000510423740477,,1.3849577e-06,CS3,
ARG,Argentina,1902,7.4640294e-11,,,,,,,,.0000538935512411,,1.3849577e-06,CS3,
ARG,Argentina,1903,9.6106942e-11,,,,,,,,.0000693934126321,,1.3849577e-06,CS3,
ARG,Argentina,1904,1.1405522e-10,,,,,,,,.000082352855247,,1.3849577e-06,CS3,
ARG,Argentina,1905,1.4135555e-10,,,,,,,,.0001020648876874,,1.3849577e-06,CS3,
ARG,Argentina,1906,1.4569689e-10,,,,,,,,.0001051995173261,,1.3849577e-06,CS3,
ARG,Argentina,1907,1.4734901e-10,,,,,,,,.0001063924207422,,1.3849577e-06,CS3,
ARG,Argentina,1908,1.6990245e-10,,,,,,,,.000122677,,1.3849577e-06,CS3,
ARG,Argentina,1909,2.1094429e-10,,,,,,,,.000152311,,1.3849577e-06,CS3,
ARG,Argentina,1910,2.3732083e-10,,,,,,,,.000171356,,1.3849577e-06,CS3,
ARG,Argentina,1911,2.4178315e-10,,,,,,,,.000174578,,1.3849577e-06,CS3,
ARG,Argentina,1912,2.6340649e-10,,,,,,,,.000190191,,1.3849577e-06,CS3,
ARG,Argentina,1913,2.5389738e-10,,,,,,,,.000183325,,1.3849577e-06,CS3,
ARG,Argentina,1914,2.2579380e-10,,,,,,,,.000163033,,1.3849577e-06,CS3,
ARG,Argentina,1915,2.5641939e-10,,,,,,,,.000185146,,1.3849577e-06,CS3,
ARG,Argentina,1916,2.8267819e-10,,,,,,,,.000204106,,1.3849577e-06,CS3,
ARG,Argentina,1917,3.2713809e-10,,,,,,,,.000236208,,1.3849577e-06,CS3,
ARG,Argentina,1918,4.3786130e-10,,,,,,,,.000316155,,1.3849577e-06,CS3,
ARG,Argentina,1919,4.7161136e-10,,,,,,,,.000340524,,1.3849577e-06,CS3,
ARG,Argentina,1920,5.2696675e-10,,,,,,,,.000380493,,1.3849577e-06,CS3,
ARG,Argentina,1921,5.0512178e-10,,,,,,,,.00036472,,1.3849577e-06,CS3,
ARG,Argentina,1922,5.2799576e-10,,,,,,,,.000381236,,1.3849577e-06,CS3,
ARG,Argentina,1923,5.4799731e-10,,,,,,,,.000395678,,1.3849577e-06,CS3,
ARG,Argentina,1924,5.5570876e-10,,,,,,,,.000401246,,1.3849577e-06,CS3,
ARG,Argentina,1925,5.5379196e-10,,,,,,,,.000399862,,1.3849577e-06,CS3,
ARG,Argentina,1926,5.7470206e-10,,,,,,,,.00041496,,1.3849577e-06,CS3,
ARG,Argentina,1927,6.0713778e-10,,,,,,,,.00043838,,1.3849577e-06,CS3,
ARG,Argentina,1928,6.6813133e-10,,,,,,,,.00048242,,1.3849577e-06,CS3,
ARG,Argentina,1929,6.5954459e-10,,,,,,,,.00047622,,1.3849577e-06,CS3,
ARG,Argentina,1930,6.6009859e-10,,,,,,,,.00047662,,1.3849577e-06,CS3,
ARG,Argentina,1931,5.8851013e-10,,,,,,,,.00042493,,1.3849577e-06,CS3,
ARG,Argentina,1932,5.8421668e-10,,,,,,,,.00042183,,1.3849577e-06,CS3,
ARG,Argentina,1933,5.7622551e-10,,,,,,,,.00041606,,1.3849577e-06,CS3,
ARG,Argentina,1934,5.7982641e-10,,,,,,,,.00041866,,1.3849577e-06,CS3,
ARG,Argentina,1935,5.8445215e-10,,,,,,,,.000422,,1.3849577e-06,CS3,
ARG,Argentina,1936,6.3475381e-10,,,,,,,,.00045832,,1.3849577e-06,CS3,
ARG,Argentina,1937,6.7457134e-10,,,,,,,,.00048707,,1.3849577e-06,CS3,
ARG,Argentina,1938,6.6138656e-10,,,,,,,,.00047755,,1.3849577e-06,CS3,
ARG,Argentina,1939,6.8189776e-10,,,,,,,,.00049236,,1.3849577e-06,CS3,1
ARG,Argentina,1940,7.5175510e-10,,,,,,,3.74460018548e-09,.0005428,,.2007571,CS2,
ARG,Argentina,1941,1.4108146e-09,,,,,,,7.02747016135e-09,.0006228,,.2007571,CS2,
ARG,Argentina,1942,1.6281340e-09,,,,,,,8.10996958478e-09,.0007111,,.2007571,CS2,
ARG,Argentina,1943,1.8723429e-09,,,,,,,9.32640986662e-09,.000827,,.2007571,CS2,
ARG,Argentina,1944,2.2315496e-09,,,,,,,1.11156701621e-08,.0009898,,.2007571,CS2,
ARG,Argentina,1945,2.6046065e-09,,,,,,,1.29739197163e-08,.001148,,.2007571,CS2,
ARG,Argentina,1946,3.1348280e-09,,,,,,,1.56150292696e-08,.0014779,,.2007571,CS2,
ARG,Argentina,1947,3.7626458e-09,,,,,,,1.87422806164e-08,.0017572,,.2007571,CS2,
ARG,Argentina,1948,4.7374620e-09,,,,,,,2.35979804586e-08,.0023937,,.2007571,CS2,
ARG,Argentina,1949,6.1949947e-09,,,,,,,3.08581604713e-08,.0029666,,.2007571,CS2,
ARG,Argentina,1950,7.4288478e-09,,,,,,,3.70041597364e-08,.0035312,,.2007571,CS2,
ARG,Argentina,1951,9.0781338e-09,,,,,,,4.52194903744e-08,.0041563,,.2007571,CS2,
ARG,Argentina,1952,1.0153377e-08,,,,,,,5.05754300661e-08,.0046558,,.2007571,CS2,
ARG,Argentina,1953,1.2456733e-08,,,,,,,6.20487767833e-08,.0057765,,.2007571,CS2,
ARG,Argentina,1954,1.4918857e-08,,,,,,,7.43129717762e-08,.0069344,,.2007571,CS2,
ARG,Argentina,1955,1.7669507e-08,,,,,,,8.80143531390e-08,.0081326,,.2007571,CS2,
ARG,Argentina,1956,2.1582936e-08,,,,,,,1.07507709401e-07,.0100643,,.2007571,CS2,
ARG,Argentina,1957,2.5717851e-08,,,,,,,1.28104318264e-07,.0113713,,.2007571,CS2,
ARG,Argentina,1958,3.0901290e-08,,,,,,,1.53923778612e-07,.016258,,.2007571,CS2,
ARG,Argentina,1959,4.4373522e-08,,,,,,,2.21030902026e-07,.0217215,,.2007571,CS2,
ARG,Argentina,1960,5.9117834e-08,,,,,,,2.94474432394e-07,.0281962,,.2007571,CS2,
ARG,Argentina,1961,7.1470396e-08,,,,,,,3.56004335345e-07,.0321085,,.2007571,CS2,
ARG,Argentina,1962,7.7753199e-08,,,,,,,3.87299877502e-07,.0339379,,.2007571,CS2,
ARG,Argentina,1963,9.0941960e-08,,,,,,,4.52994981970e-07,.0450159,,.2007571,CS2,
ARG,Argentina,1964,1.3059602e-07,,,,,,,6.50517563372e-07,.0643729,,.2007571,CS2,
ARG,Argentina,1965,1.7435350e-07,,,,,,,8.68479901328e-07,.0835544,,.2007571,CS2,
ARG,Argentina,1966,2.2124475e-07,,,,,,,1.10205189685e-06,.10893,,.2007571,CS2,
ARG,Argentina,1967,3.0569686e-07,,,,,,,1.52272002651e-06,.14895,,.2007571,CS2,
ARG,Argentina,1968,4.0906068e-07,,,,,,,2.03759009310e-06,.19089,,.2007571,CS2,
ARG,Argentina,1969,5.3510399e-07,,,,,,,2.66542997451e-06,.21628,,.2007571,CS2,
ARG,Argentina,1970,6.4802782e-07,,,,,,,3.22791993312e-06,.26167,,.2007571,CS2,
ARG,Argentina,1971,8.2654913e-07,,,,,,,4.11716018789e-06,.35268,,.2007571,CS2,
ARG,Argentina,1972,1.2180235e-06,,,,,,,6.06715002505e-06,.5304800000000001,,.2007571,CS2,
ARG,Argentina,1973,2.2113195e-06,,,,,,,.0000110149003376,1.04191,,.2007571,CS2,
ARG,Argentina,1974,3.8483813e-06,,,,,,,.0000191693397937,1.688,,.2007571,CS2,
ARG,Argentina,1975,6.8317618e-06,,,,,,,.0000340299884556,4.456,,.2007571,CS2,
ARG,Argentina,1976,.000029200424,,,,,,,.0001454515149817,18.971,,.2007571,CS2,
ARG,Argentina,1977,.00010522528,,,,,,,.0005241422913969,63.382,,.2007571,CS2,
ARG,Argentina,1978,.00031341313,,,,,,,.0015611558919773,178.253,,.2007571,CS2,
ARG,Argentina,1979,.00085832668,,,,,,,.0042754486203194,510.71,,.2007571,CS2,
ARG,Argentina,1980,.0019159906,,,,,,,.0095438249409199,981.4400000000001,,.2007571,CS2,
ARG,Argentina,1981,.0034878214,,,,,,,.0173733402043581,2003.21,,.2007571,CS2,
ARG,Argentina,1982,.007679923,,,,,,,.038254801183939,5050,,.2007571,CS2,
ARG,Argentina,1983,.027250528,,,,,,,.135738804936409,24110,,.2007571,CS2,
ARG,Argentina,1984,.1782178,,,,,,,.8877285122871399,160310,,.2007571,CS2,
ARG,Argentina,1985,1.4450817,,,,,,,7.198159694671631,1097120,,.2007571,CS2,
ARG,Argentina,1986,3.5429537,,,,,,,17.64796257019043,2150960,,.2007571,CS2,
ARG,Argentina,1987,7.3598838,,,,,,,36.66064071655273,5402560,,.2007571,CS2,
ARG,Argentina,1988,31.062698,,,,,,,154.7277679443359,28835470,,.2007571,CS2,
ARG,Argentina,1989,708.44708,,,,,,,3528.876953125,948387600,,.2007571,CS2,1
ARG,Argentina,1990,7627.8999,,7627.9,,,,,37995.66796875,8319740800,,1,CEPAC,
ARG,Argentina,1991,19175.801,,19175.8,,,,,118135.7890625,20712840000,,1,CEPAC,
ARG,Argentina,1992,31024.9,,31024.9,,,,,210692.734375,34111850000,,1,CEPAC,
ARG,Argentina,1993,46429.898,,46429.9,,,,,317288,50743960000,,1,CEPAC,
ARG,Argentina,1994,52771.5,,52771.5,,,,,384194.65625,58403483000,,1,CEPAC,
ARG,Argentina,1995,50102.602,,50102.6,,,,,340783.5625,55914103000,,1,CEPAC,
ARG,Argentina,1996,60357.801,,60357.8,,,,,403589.5625,66589110000,,1,CEPAC,
ARG,Argentina,1997,75990.602,,75990.60000000001,,,,,498555.3125,84122076999.99998,,1,CEPAC,
ARG,Argentina,1998,85037.602,,85037.60000000001,,,,,560757.875,92633807000,,1,CEPAC,
ARG,Argentina,1999,86821.797,,86821.8,,,,,546568.25,95122940000,,1,CEPAC,
ARG,Argentina,2000,89236.898,,89236.89999999999,,,,,535810.5,98311622000,,1,CEPAC,
ARG,Argentina,2001,67209.5,,67209.5,,,,,438075.5,76345254000,,1,CEPAC,
ARG,Argentina,2002,74930.297,,74930.3,,,,,913029.5625,87155037000,,1,CEPAC,
ARG,Argentina,2003,107070.6,,107070.6,,,,,1156366.625,118811214000,,1,CEPAC,
ARG,Argentina,2004,139084.3,,139084.3,,,,,1474032,150535666400,,1,CEPAC,
ARG,Argentina,2005,167664.7,,167664.7,,,,,1782595.875,180646239000,,1,CEPAC,
ARG,Argentina,2006,209853.7,,209853.7,,,,,2172575.5,226170142000,,1,CEPAC,
ARG,Argentina,2007,255193.8,,255193.8,,,,,2694457.75,281734115000,,1,CEPAC,
ARG,Argentina,2008,293091.59,,293091.6,,,,,3163677.25,312119460100,,1,CEPAC,
ARG,Argentina,2009,339898.31,,339898.3,,,,,3336024.5,361974578600,,1,CEPAC,
ARG,Argentina,2010,469577,,469577,,,,,4238493,496245718800.0001,,1,CEPAC,
ARG,Argentina,2011,586546.19,,586546.2,,,,,5782083,621786083000,,1,CEPAC,
ARG,Argentina,2012,773110.69,,773110.7,,,,,7632701.5,825905443000,,1,CEPAC,
ARG,Argentina,2013,970109.88,,970109.9,,,,,9979338,1035013116000,,1,CEPAC,
ARG,Argentina,2014,1246124.8,,1246124.8,,,,,12303158,1328947048000,,1,CEPAC,
ARG,Argentina,2015,1717382.8,,1717382.8,,,,,16375950,1813251256000,,1,CEPAC,
ARG,Argentina,2016,2357371.5,,2357371.6,,,,,20326932,2516335500000,,1,CEPAC,
ARG,Argentina,2017,3018919,,3018918.9,,,,,26022658,3372759992000,,1,CEPAC,
ARG,Argentina,2018,4620575.5,,4620575.3,,,,,35788860,4779141630000,,1,CEPAC,
ARG,Argentina,2019,5533806.5,,5533806.7,,,,,44940796,,,1,CEPAC,
ARG,Argentina,2020,9304951,,9304950.699999999,,,,,76818536,,,1,CEPAC,
ARG,Argentina,2021,14227426,,14227425.8,,,,,118295144,,,1,CEPAC,
ARG,Argentina,2022,25920124,,25920124.1,,,,,199980672,,,1,CEPAC,
ARG,Argentina,2023,42290108,,,,,,,326279456,,,.12961315,CS2,1
ATG,Antigua and Barbuda,1993,748.40002,,748.4,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,1994,823.09998,,823.1,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,1995,998.79999,,998.8,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,1996,948.90002,,948.9,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,1997,1030.1,,1030.1,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,1998,1187.5,,1187.5,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,1999,1356.9,,1356.9,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2000,1505.1,,1505.1,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2001,1598.6,,1598.6,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2002,1715.4,,1715.4,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2003,2081,,2081,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2004,2197.1001,,2197.1,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2005,2390.5,,2390.5,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2006,2654.8999,,2654.9,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2007,2955.1001,,2955.1,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2008,3021,,3021,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2009,2805.2,,2805.2,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2010,2814.3,,2814.3,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2011,2800.2,,2800.2,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2012,2790.1001,,2790.1,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2013,2908.3999,,2908.4,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2014,3011.8,,3011.8,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2015,3100.5,,3100.5,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2016,3224.6001,,3224.6,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2017,3470.1001,,3470.1,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2018,3688.8999,,3688.9,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2019,3718.8999,,3718.9,,,,,,,,1,CEPAC,
ATG,Antigua and Barbuda,2020,3525,,3525,,,,,,,,1,CEPAC,
AUS,Australia,1841,4.5253406,,,,,,,4.5,,,1.0056312,CS2,
AUS,Australia,1842,4.3242145,,,,,,,4.3,,,1.0056312,CS2,
AUS,Australia,1843,3.318583,,,,,,,3.3,,,1.0056312,CS2,
AUS,Australia,1844,4.0225248,,,,,,,4,,,1.0056312,CS2,
AUS,Australia,1845,4.6259036,,,,,,,4.6,,,1.0056312,CS2,
AUS,Australia,1846,5.2292819,,,,,,,5.2,,,1.0056312,CS2,
AUS,Australia,1847,5.3298454,,,,,,,5.3,,,1.0056312,CS2,
AUS,Australia,1848,5.1287189,,,,,,,5.1,,,1.0056312,CS2,
AUS,Australia,1849,5.2292819,,,,,,,5.2,,,1.0056312,CS2,
AUS,Australia,1850,6.0337873,,,,,,,6,,,1.0056312,CS2,
AUS,Australia,1851,9.0506811,,,,,,,9,,,1.0056312,CS2,
AUS,Australia,1852,23.934023,,,,,,,23.8,,,1.0056312,CS2,
AUS,Australia,1853,37.811733,,,,,,,37.6,,,1.0056312,CS2,
AUS,Australia,1854,34.794838,,,,,,,34.6,,,1.0056312,CS2,
AUS,Australia,1855,32.984703,,,,,,,32.8,,,1.0056312,CS2,
AUS,Australia,1856,36.906666,,,,,,,36.7,,,1.0056312,CS2,
AUS,Australia,1857,37.610607,,,,,,,37.4,,,1.0056312,CS2,
AUS,Australia,1858,36.403851,,,,,,,36.2,,,1.0056312,CS2,
AUS,Australia,1859,40.325809,,,,,,,40.1,,,1.0056312,CS2,
AUS,Australia,1860,40.627502,,,,,,,40.4,,,1.0056312,CS2,
AUS,Australia,1861,39.521305,,,,,,,39.3,,,1.0056312,CS2,
AUS,Australia,1862,42.940453,,,,,,,42.7,,,1.0056312,CS2,
AUS,Australia,1863,41.934822,,,,,,,41.7,,,1.0056312,CS2,
AUS,Australia,1864,44.750587,,,,,,,44.5,,,1.0056312,CS2,
AUS,Australia,1865,48.069172,,,,,,,47.8,,,1.0056312,CS2,
AUS,Australia,1866,47.365227,,,,,,,47.1,,,1.0056312,CS2,
AUS,Australia,1867,49.778744,,,,,,,49.5,,,1.0056312,CS2,
AUS,Australia,1868,53.298454,,,,,,,53,,,1.0056312,CS2,
AUS,Australia,1869,54.605774,,,,,,,54.3,,,1.0056312,CS2,1
AUS,Australia,1870,54.605774,,,,54.299999,,,54.3,,,1.0056312,JST,
AUS,Australia,1871,59.835056,,,,59.5,,,59.5,,,1.0056312,JST,
AUS,Australia,1872,68.885735,,,,68.5,,,68.5,,,1.0056312,JST,
AUS,Australia,1873,74.115021,,,,73.699997,,,73.7,,,1.0056312,JST,
AUS,Australia,1874,79.746559,,,,79.300003,,,79.3,,,1.0056312,JST,
AUS,Australia,1875,88.99836,,,,88.5,,,88.5,,,1.0056312,JST,
AUS,Australia,1876,96.33947,,,,95.800003,,,95.8,,,1.0056312,JST,
AUS,Australia,1877,106.29522,,,,105.7,,,,,,1.0056312,JST,
AUS,Australia,1878,106.79803,,,,106.2,,,,,,1.0056312,JST,
AUS,Australia,1879,108.90987,,,,108.3,,,,,,1.0056312,JST,
AUS,Australia,1880,115.44646,,,,114.8,,,,,,1.0056312,JST,
AUS,Australia,1881,134.75458,,,,134,,,,,,1.0056312,JST,
AUS,Australia,1882,150.14075,,,,149.3,,,,,,1.0056312,JST,
AUS,Australia,1883,156.77789,,,,155.89999,,,,,,1.0056312,JST,
AUS,Australia,1884,172.868,,,,171.89999,,,,,,1.0056312,JST,
AUS,Australia,1885,183.92995,,,,182.89999,,,,,,1.0056312,JST,
AUS,Australia,1886,187.34909,,,,186.3,,,,,,1.0056312,JST,
AUS,Australia,1887,200.82455,,,,199.7,,,,,,1.0056312,JST,
AUS,Australia,1888,219.83099,,,,218.60001,,,,,,1.0056312,JST,
AUS,Australia,1889,228.7811,,,,227.5,,,,,,1.0056312,JST,
AUS,Australia,1890,237.83179,,,,236.5,,,,,,1.0056312,JST,
AUS,Australia,1891,240.04416,,,,238.7,,,,,,1.0056312,JST,
AUS,Australia,1892,241.95488,,,,240.60001,,,,,,1.0056312,JST,
AUS,Australia,1893,219.02647,,,,217.8,,,,,,1.0056312,JST,
AUS,Australia,1894,217.81973,,,,216.60001,,,,,,1.0056312,JST,
AUS,Australia,1895,223.55182,,,,222.3,,,,,,1.0056312,JST,
AUS,Australia,1896,227.6749,,,,226.39999,,,,,,1.0056312,JST,
AUS,Australia,1897,223.75294,,,,222.5,,,,,,1.0056312,JST,
AUS,Australia,1898,220.93718,,,,219.7,,,,,,1.0056312,JST,
AUS,Australia,1899,234.5132,,,,233.2,,,,,,1.0056312,JST,
AUS,Australia,1900,244.5695,,,,243.2,,,,,,1.0056312,JST,
AUS,Australia,1901,252.41344,,,,251,,,,,,1.0056312,JST,
AUS,Australia,1902,258.54779,,,,257.10001,,,,,,1.0056312,JST,
AUS,Australia,1903,257.64273,,,,256.20001,,,,,,1.0056312,JST,
AUS,Australia,1904,259.0506,,,,257.60001,,,,,,1.0056312,JST,
AUS,Australia,1905,272.32492,,,,270.79999,,,,,,1.0056312,JST,
AUS,Australia,1906,294.44879,,,,292.79999,,,,,,1.0056312,JST,
AUS,Australia,1907,314.96371,,,,313.20001,,,,,,1.0056312,JST,
AUS,Australia,1908,326.02567,,,,324.20001,,,,,,1.0056312,JST,
AUS,Australia,1909,339.5011,,,,337.60001,,,,,,1.0056312,JST,
AUS,Australia,1910,370.0723,,,,368,,,,,,1.0056312,JST,
AUS,Australia,1911,413.01276,,,,410.70001,,,,,,1.0056312,JST,
AUS,Australia,1912,437.65073,,,,435.20001,,,,,,1.0056312,JST,
AUS,Australia,1913,442.47772,,,,440,,,,,,1.0056312,JST,
AUS,Australia,1914,481.39566,,,,478.70001,,,,,,1.0056312,JST,
AUS,Australia,1915,510.05615,,,,507.20001,,,,,,1.0056312,JST,
AUS,Australia,1916,560.23712,,,,557.09998,,,,,,1.0056312,JST,
AUS,Australia,1917,617.35699,,,,613.90002,,,,,,1.0056312,JST,
AUS,Australia,1918,662.30872,,,,658.59998,,,,,,1.0056312,JST,
AUS,Australia,1919,731.89838,,,,727.79999,,,,,,1.0056312,JST,
AUS,Australia,1920,781.87823,,,,777.5,,,,,,1.0056312,JST,
AUS,Australia,1921,819.48889,,,,814.90002,,,,,,1.0056312,JST,
AUS,Australia,1922,843.02063,,,,838.29999,,,,,,1.0056312,JST,
AUS,Australia,1923,896.31909,,,,891.29999,,,,,,1.0056312,JST,
AUS,Australia,1924,900.54272,,,,895.5,,,,,,1.0056312,JST,
AUS,Australia,1925,927.89594,,,,922.70001,,,,,,1.0056312,JST,
AUS,Australia,1926,974.65778,,,,969.20001,,,,,,1.0056312,JST,
AUS,Australia,1927,1002.7148,,,,997.09998,,,,,,1.0056312,JST,
AUS,Australia,1928,1038.2137,,,,1032.4,,,,,,1.0056312,JST,
AUS,Australia,1929,1085.7799,,,,1079.7,,,,,,1.0056312,JST,
AUS,Australia,1930,1032.4816,,,,1026.7,,,,,,1.0056312,JST,
AUS,Australia,1931,1001.6087,,,,996,,,,,,1.0056312,JST,
AUS,Australia,1932,1066.4719,,,,1060.5,,,,,,1.0056312,JST,
AUS,Australia,1933,1069.5894,,,,1063.6,,,,,,1.0056312,JST,
AUS,Australia,1934,1129.6256,,,,1123.3,,,,,,1.0056312,JST,
AUS,Australia,1935,1141.0897,,,,1134.7,,,,,,1.0056312,JST,
AUS,Australia,1936,1162.0068,,,,1155.5,,,,,,1.0056312,JST,
AUS,Australia,1937,1232.5016,,,,1225.6,,,,,,1.0056312,JST,
AUS,Australia,1938,1288.9175,,,,1281.7,,,,,,1.0056312,JST,
AUS,Australia,1939,1301.9907,,,,1294.7,,,,,,1.0056312,JST,
AUS,Australia,1940,1408.0847,,,,1400.2,,,,,,1.0056312,JST,
AUS,Australia,1941,1491.0493,,,,1482.7,,,,,,1.0056312,JST,
AUS,Australia,1942,1662.9117,,,,1653.6,,,,,,1.0056312,JST,
AUS,Australia,1943,2173.2698,,,,2161.1001,,,,,,1.0056312,JST,
AUS,Australia,1944,2675.884,,,,2660.8999,,,,,,1.0056312,JST,
AUS,Australia,1945,3020.4133,,,,3003.5,,,,,,1.0056312,JST,
AUS,Australia,1946,3020.8154,,,,3003.8999,,,,,,1.0056312,JST,
AUS,Australia,1947,3063.052,,,,3045.8999,,,,,,1.0056312,JST,
AUS,Australia,1948,3236.0205,,,,3217.8999,,,,,,1.0056312,JST,
AUS,Australia,1949,3542.738,,,,3522.8999,,,,,,1.0056312,JST,
